
 Lista de Imóveis da Caixa;;Data de geração:;21/11/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8555513779640 ;SC ;LAGES ;GUARUJA ; VIA DE ACESSO 05, N. 295, ;139.015,11;230.000,00;39.56;Casa, 44.29 de área total, 40.47 de área privativa, 95.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555513779640
 8444431845310 ;SC ;LAGES ;VARZEA ;AVENIDA ANTONIO RIBEIRO DOS SANTOS, N. 1243, Apto 404, BL L ;170.000,00;170.000,00;0.00;Apartamento, 53.44 de área total, 46.50 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431845310
 8555525294719 ;SC ;LAGES ;GUARUJA ; VIA DE PASSEIO, N. 12, CS 593, SUBTIPO A1, VAGA 152 ;213.000,00;213.000,00;0.00;Casa, 44.30 de área total, 40.47 de área privativa, 91.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525294719
 8444433234769 ;SC ;MAFRA ;VILA IVETE ;RUA VEREADOR ANTENOR RAUEN, N. 295, Apto 23, BL 03 ;73.567,68;127.000,00;42.08;Apartamento, 49.69 de área total, 44.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433234769
 8555535122406 ;SC ;MAFRA ;VILA NOVA ;RUA BENEMERITA MARIA SOCREPPA, N. 571, Apto 301, BL 04 VG 285 ;103.704,06;175.000,00;40.75;Apartamento, 52.34 de área total, 47.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535122406
 1444419619510 ;SC ;MAFRA ;VILA FERROVIARIA ;RUA VICTOR CELESTINO DE OLIVEIRA, N. 246, LT 55 ;685.112,87;1.075.000,00;36.27;Casa, 0.00 de área total, 70.00 de área privativa, 639.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419619510
 1444420801050 ;SC ;MARAVILHA ;COSTRULAR MARAVILHA ; RUA IRMÃO ALOÍSIO BRUXEL, N. SN, LT10 QD10 ;85.466,19;140.000,00;38.96;Terreno, 0.00 de área total, 0.00 de área privativa, 353.70 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420801050
 8444430738995 ;SC ;OTACILIO COSTA ;Fatima ; RUA IZIDORO MASSANEIRO, N. 450, ;280.004,52;275.000,00;0.00;Casa, 64.36 de área total, 64.36 de área privativa, 360.02 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430738995
 8555524874118 ;SC ;PALHOCA ;PACHECOS ;RUA NATALINO CAMPOS SCHAIMANN, N. 860, Apto 303, BL D VG 411 ;106.874,22;185.000,00;42.24;Apartamento, 0.00 de área total, 44.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524874118
 8444403508160 ;SC ;PALHOCA ;PQ RES PAGANI ;RUA VERONA, N. 30, Apto 201, ;195.001,30;333.000,00;41.45;Apartamento, 0.00 de área total, 69.02 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403508160
 1555533898395 ;SC ;PALHOCA ;BELA VISTA ;RUA JOSE CLEMENTE DE MACEDO, N. 625, Apto 306, BL D VG 18D ;149.400,00;249.000,00;40.00;Apartamento, 60.92 de área total, 52.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533898395
 8444414802889 ;SC ;PALHOCA ;BELA VISTA ;RUA JOSE COSMO PAMPLONA, N. 2208, Apto 202, BL G VG 298 ;150.000,00;250.000,00;40.00;Apartamento, 60.90 de área total, 51.02 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414802889
 8787710831920 ;SC ;PALHOCA ;BELA VISTA ;RUA SEBASTIÃO ALZEMIRO DOS SANTOS, N. 2100, Apto 304, BL 06 VG 176 ;129.000,00;215.000,00;40.00;Apartamento, 81.44 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710831920
 8444400724074 ;SC ;PALHOCA ;BARRA DO ARIRIU ;RUA GERARDUS POST, N. 10, Apto 103, ;123.904,77;205.000,00;39.56;Apartamento, 58.51 de área total, 51.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400724074
 8787711896180 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 475, Apto 306, BL B ;150.014,60;245.000,00;38.77;Apartamento, 63.03 de área total, 48.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711896180
 8787714291351 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 2100, Apto 201, BL 04 VG 39 ;163.995,73;250.000,00;34.41;Apartamento, 81.44 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714291351
 8444406350028 ;SC ;PALHOCA ;SAO SEBASTIAO ;RUA FLOR DO GUARUJA, N. 109, CS 02 ;208.667,77;310.000,00;32.69;Casa, 65.99 de área total, 64.02 de área privativa, 74.76 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406350028
 8444406541915 ;SC ;PALHOCA ;PONTE DO IMARUIM ;RUA AUGUSTO WESTPHAL, N. 385, Apto 508, VG 22 ;255.000,00;255.000,00;0.00;Apartamento, 69.76 de área total, 63.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406541915
 8787705463579 ;SC ;PALHOCA ;BELA VISTA ; RUA SEBASTIÃO ALZEMIRO DOS SANTOS, N. 387, Apto 204, BL 06 VG 86 ;200.000,00;200.000,00;0.00;Apartamento, 80.51 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705463579
 8787710865957 ;SC ;PALHOCA ;BELA VISTA ;RUA SEBASTIAO ALZEMIRO DOS SANTOS, N. 2100, Apto 302, BL 09 VG 225 ;187.000,00;187.000,00;0.00;Apartamento, 81.44 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710865957
 8787711448810 ;SC ;PALHOCA ;BELA VISTA ;RUA SEBASTIAO ALZEMIRO DOS SANTOS, N. 2100, Apto 203, BL 03 VG 20 LT 1-18 QD B1 ;228.000,00;228.000,00;0.00;Apartamento, 86.45 de área total, 46.66 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711448810
 8787712248858 ;SC ;PALHOCA ;BELA VISTA ;RUA SEBASTIAO ALZEMIRO DOS SANTOS, N. 2100, Apto 302, 5ºPAV BL 3  VG 20 ;235.000,00;235.000,00;0.00;Apartamento, 86.45 de área total, 46.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712248858
 8787713355240 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 475, Apto 703, BL B, VAGA 68 ;214.000,00;214.000,00;0.00;Apartamento, 73.05 de área total, 47.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713355240
 8787714594338 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 2100, Apto 404, BL 07 VG 196 LT B1 QD 01-18 ;187.000,00;187.000,00;0.00;Apartamento, 81.44 de área total, 43.80 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714594338
 1444420696744 ;SC ;PENHA ;PRAIA D A D I ;RUA MARGARIDA VIEIRA, N. 546, CS 01 LT 173 PRAIA  ARMACAO ITAPOCOROI ;352.000,00;352.000,00;0.00;Casa, 0.00 de área total, 54.19 de área privativa, 83.36 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420696744
 1555514678750 ;SC ;PENHA ;CENTRO ;RUA BERNARDINA TAVARES (ANTIGA RUA A), N. 216, SOBRADO LT 57 ;1.392.000,00;1.392.000,00;0.00;Casa, 0.00 de área total, 303.04 de área privativa, 252.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555514678750
 8555503120017 ;SC ;PETROLANDIA ;RIO ANTINHA ; RUA SCHMITZ, N. 32, ;356.000,00;356.000,00;0.00;Casa, 142.76 de área total, 91.76 de área privativa, 312.87 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503120017
 10212302 ;SC ;PRESIDENTE GETULIO ;DISTRITO MIRADOR ;RUA AFONSO LONGE, N. 341, CS 05 ;533.432,07;837.000,00;36.27;Casa, 0.00 de área total, 183.00 de área privativa, 308.98 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10212302
 8555526993874 ;SC ;RIO DO SUL ;TABOAO ;RUA VITORIO ROPELATO, N. S/N, Apto 18, BLOCO  B ;150.014,60;245.000,00;38.77;Apartamento, 58.87 de área total, 52.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526993874
 1787700245885 ;SC ;RIO FORTUNA ;CENTRO ; RUA PAULO MATHEUS RICKEN, N. 85, Apto 302, ;207.127,15;325.000,00;36.27;Apartamento, 112.65 de área total, 66.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700245885
 10216482 ;SC ;RIO NEGRINHO ;VILA NOVA ;RUA JOSEPH STRENZEL, N. 191 ;681.926,30;1.070.000,00;36.27;Galpão, 0.00 de área total, 420.00 de área privativa, 612.76 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10216482
 8444415878048 ;SC ;RODEIO ;CENTRO ;RUA GIACOMO FURLANI, N. 629, CS 02 ;164.400,00;274.000,00;40.00;Casa, 68.27 de área total, 68.27 de área privativa, 182.77 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415878048
 8444401046908 ;SC ;RODEIO ;SANTO ANTONIO ;RUA BENJAMIM FRUET, N. 196, LT 06 ;363.000,00;363.000,00;0.00;Casa, 157.71 de área total, 57.48 de área privativa, 375.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401046908
 1444419390386 ;SC ;SALETE ;SCHREIBER ; RUA  AUGUSTO SCWARTZ, N. 25, Apto 11, TERREO ;138.473,13;220.000,00;37.06;Apartamento, 56.24 de área total, 49.09 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419390386
 1555515392027 ;SC ;SANTO AMARO DA IMPERATRIZ ;SUL DO RIO ; RUA PROJETADA L2, N. SN, LT 28, QD C ;151.680,80;238.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 654.99 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555515392027
 1444405526620 ;SC ;SANTO AMARO DA IMPERATRIZ ;SUL DO RIO ; AVENIDA SERRA DO TABULEIRO, N. 288, LT 08 QD A ;240.000,00;240.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 721.90 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405526620
 1444419439865 ;SC ;SAO BENTO DO SUL ;COLONIAL ;RUA REGINA SCHROEDER, N. SN, ;408.173,97;180.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 519.45 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419439865
 10215809 ;SC ;SAO FRANCISCO DO SUL ;ROCIO PEQUENO ;RUA JOSÉ LAERCIO THOMAZELLI, N. 00, QD 03, LT 05 ;138.473,13;220.000,00;37.06;Terreno, 0.00 de área total, 0.00 de área privativa, 450.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10215809
 10215807 ;SC ;SAO FRANCISCO DO SUL ;ROCIO PEQUENO ;RUA JOSÉ LAERCIO THOMAZELLI, N. 00, QD 03, LT 06 ;172.074,86;270.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 450.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10215807
 8444421814285 ;SC ;SAO JOAO BATISTA ;TAJUBA II ; RUA JOAO VICENTE DA SILVA, N. 330, Apto 03,  LOT VÔ JOÃO ;146.953,08;240.000,00;38.77;Apartamento, 64.32 de área total, 58.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421814285
 8444422360717 ;SC ;SAO JOAO BATISTA ;TAJUBA II ; RUA LUCIA SOARES AZEVEDO, N. 50, Apto 101, ;220.000,00;220.000,00;0.00;Apartamento, 58.63 de área total, 52.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422360717
 8444429676175 ;SC ;SAO JOAO BATISTA ;RIBANCEIRA DO SUL ;RUA VANDERLI FRANCO, N. 152, CS 01 ;206.368,02;196.000,00;0.00;Casa, 71.55 de área total, 59.78 de área privativa, 71.55 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429676175
 8787702884301 ;SC ;SAO JOSE ;AREIAS ;RUA LOURIVAL LUIZ GOMES, N. 116, Apto 401, BL 16 VG 253 ;138.000,00;230.000,00;40.00;Apartamento, 58.45 de área total, 48.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702884301
 8787714476130 ;SC ;SAO JOSE ;AREIAS ;RUA LOURIVAL LUIZ GOMES, N. 315, Apto 102, BL16 VG 259 ;171.000,00;285.000,00;40.00;Apartamento, 47.45 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714476130
 8787715049732 ;SC ;SAO JOSE ;FORQUILHAS ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 401, BL 12 VG 438 ;160.800,00;268.000,00;40.00;Apartamento, 47.54 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715049732
 8787715221110 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 204, BL14 VG 401 ;126.349,76;210.000,00;39.84;Apartamento, 76.62 de área total, 40.28 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715221110
 8787714943200 ;SC ;SAO JOSE ;FORQUILHAS ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 204, BL15 VG 385 ;117.171,83;190.500,00;38.50;Apartamento, 76.61 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714943200
 10214660 ;SC ;SAO JOSE ;BARREIROS ;RUA SAO CRISTOVAO, N. 654, LTS 61 E 62 ;650.060,59;1.020.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 634.20 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10214660
 10214661 ;SC ;SAO JOSE ;BARREIROS ;RUA MAR DEL PLATA, N. 749, LTS 71 E 72 ;669.180,02;1.050.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 600.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10214661
 8787715329654 ;SC ;SAO JOSE ;FORQUILHAS ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 403, BL12 VG 440 ;153.525,38;198.000,00;22.47;Apartamento, 76.61 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715329654
 1444423833203 ;SC ;SAO JOSE ;PICADAS DO SUL ;RUA COLETOR IRINEU COMELLI, N. 127, Apto 302, VG 08 ;440.000,00;440.000,00;0.00;Apartamento, 131.20 de área total, 79.59 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423833203
 8444402583060 ;SC ;SAO JOSE ;FORQUILHAS ;RUA ARMANDO MARTINS SCHNORRENBERGER, N. 523, CS 04, 2502 ;234.000,00;234.000,00;0.00;Casa, 64.87 de área total, 63.05 de área privativa, 69.69 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402583060
 8787714573322 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 301, BL 31 VG 488 ;245.000,00;245.000,00;0.00;Apartamento, 50.91 de área total, 43.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714573322
 8787715035294 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 202, BL 12 VG 431 ;250.000,00;250.000,00;0.00;Apartamento, 107.74 de área total, 40.28 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715035294
 8787715106329 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA VIDAL VICENTE DE ANDRADE, N. 1171, Apto 301, BL 10 VG 466 ;245.000,00;245.000,00;0.00;Apartamento, 76.62 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715106329
 8787715244462 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA VIDAL VICENTE ANDRADE, N. 1171, Apto 201, BL 09 VG 478 ;227.000,00;227.000,00;0.00;Apartamento, 47.54 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715244462
 1444400508918 ;SC ;SAO JOSE ;FLOR DE NAPOLIS ;RUA 13 DE JUNHO, N. 367, QD 10, LT 14 ;774.500,00;774.500,00;0.00;Casa, 0.00 de área total, 254.25 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400508918
 8787715125838 ;SC ;SAO JOSE ;FORQUILHAS ;RUA VIDAL VICENTE ANDRADE, N. 1221, Apto 303, BL 11 ;224.141,56;220.325,83;0.00;Apartamento, 71.54 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715125838
 8444410488527 ;SC ;TIJUCAS ;CENTRO ;RUA CAIO JONAS PORTELLA, N. 396, UNIDADE 2 ;240.000,00;240.000,00;0.00;Casa, 156.05 de área total, 56.99 de área privativa, 129.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410488527
 1555504723710 ;SC ;TIMBO ;IMIGRANTES ;RUA PANAMÁ, N. 53, Apto 101, PAV 01 ;247.244,24;412.073,74;40.00;Apartamento, 0.00 de área total, 86.41 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555504723710
 8555536163033 ;SC ;TIMBO ;QUINTINO ;RUA CHAPECO, N. 505, Apto 304, BL 01, VAGA DE GARAGEM 12 ;250.000,00;250.000,00;0.00;Apartamento, 70.12 de área total, 60.32 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536163033
 1444420147511 ;SC ;TREZE DE MAIO ;Centro ;R JOAO LUIZ NANDI, N. 88, LT 06 - QD H ;707.418,87;1.110.000,00;36.27;Casa, 0.00 de área total, 92.55 de área privativa, 480.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420147511
 8444425181040 ;SC ;TUBARAO ;SAO CRISTOVAO ;RUA ANTONIO JOAO DE SOUZA, N. 941, LT 01 ;57.891,78;100.000,00;42.11;Terreno, 0.00 de área total, 0.00 de área privativa, 297.97 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425181040
 1444404258088 ;SC ;TUBARAO ;HUMAITA ;AVENIDA EXPEDICIONARIO JOSE PEDRO COELHO, N. 1826, Apto 303, ;217.678,65;356.500,00;38.95;Apartamento, 0.00 de área total, 73.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404258088
 8444425731139 ;SC ;TUBARAO ;SAO CLEMENTE ;RUA EPONINA DOS SANTOS CARDOSO, N. SN, LT 07 QD E ;174.881,36;140.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425731139
