
 Lista de Imóveis da Caixa;;Data de geração:;21/11/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444419265466 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA RIO PARANA, N. 142, LT 01 QD 30 CS 01 ;96.000,00;160.000,00;40.00;Casa, 41.97 de área total, 41.34 de área privativa, 112.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419265466
 8787710806420 ;PR ;PONTA GROSSA ;CHAPADA ;RUA RECANTO DOS PASSAROS, N. 601, CS 247, ;121.800,00;203.000,00;40.00;Casa, 47.52 de área total, 47.52 de área privativa, 119.49 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710806420
 8787710575886 ;PR ;PONTA GROSSA ;NEVES ;RUA JOSE VENTURA NOVAES, N. 387, CS 13 ;102.000,00;170.000,00;40.00;Casa, 45.10 de área total, 45.10 de área privativa, 102.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710575886
 8787712382368 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA DIRCEU CHAGAS, N. 437, CS 36 LT 297 QD 21 ;97.800,00;163.000,00;40.00;Casa, 47.52 de área total, 47.52 de área privativa, 116.45 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712382368
 8444418420549 ;PR ;PONTA GROSSA ;VILA LIANE ;RUA PROF SINHARA NATEL DE PAULA, N. 414, CS03, QD29, LT50 ;114.838,57;190.000,00;39.56;Casa, 50.27 de área total, 47.93 de área privativa, 100.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418420549
 8444421620553 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA ALBERTO FERREIRA, N. 183, CASA 02 ;132.970,97;220.000,00;39.56;Casa, 58.95 de área total, 58.95 de área privativa, 117.60 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421620553
 8787702423703 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA SABIA (ANTIGA RUA JACAREZINHO), N. 600, CS 315 SETOR 10 ;114.234,15;189.000,00;39.56;Casa, 47.52 de área total, 47.52 de área privativa, 216.87 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702423703
 8787710190046 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA SABIA, N. 600, CS 68 ;113.629,74;188.000,00;39.56;Casa, 48.14 de área total, 47.52 de área privativa, 125.81 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710190046
 8444421781026 ;PR ;PONTA GROSSA ;COLONIA DONA LUIZA ;RUA MANON, N. 210, UN 03 ;117.860,63;195.000,00;39.56;Casa, 51.28 de área total, 49.56 de área privativa, 92.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421781026
 8787707191525 ;PR ;PONTA GROSSA ;COLONIA DONA LUIZA ;RUA SOTERO DOS REIS, N. 610, Apto 203, TORRE 10 ;111.816,50;185.000,00;39.56;Apartamento, 46.85 de área total, 41.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707191525
 8787707554466 ;PR ;PONTA GROSSA ;COLONIA DONA LUIZA ;RUA SOTERO DOS REIS, N. 610, Apto 202, AP 202, TORRE 06 ;111.816,50;185.000,00;39.56;Apartamento, 46.85 de área total, 41.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707554466
 8787709427887 ;PR ;PONTA GROSSA ;COLONIA DONA LUIZA ;RUA THEOPHILO BREPOHL, N. 284, CS 11 ;114.838,57;190.000,00;39.56;Casa, 48.10 de área total, 48.10 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709427887
 8444423188489 ;PR ;PONTA GROSSA ;CONTORNO ;RUA VALDIR JOSE ALVES, N. 17, CS 03, LT 13/D, QD 07 ;120.882,70;200.000,00;39.56;Casa, 52.71 de área total, 51.47 de área privativa, 132.26 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423188489
 8787710356831 ;PR ;PONTA GROSSA ;CONTORNO ; RUA LOURIVAL GIOVANE STADLER (ANTIGA RUA 24), N. 54, LT 12, QD 03 ;119.673,87;198.000,00;39.56;Casa, 45.13 de área total, 45.13 de área privativa, 207.88 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710356831
 8787712339810 ;PR ;PONTA GROSSA ;CONTORNO ;RUA CIREMA BECKER, N. 88, UND 30 ST 03 ;126.926,84;210.000,00;39.56;Casa, 49.35 de área total, 48.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712339810
 8787713296511 ;PR ;PONTA GROSSA ;CONTORNO ;RUA CIREMA BECKER, N. 88, UNIDADE 26 SETOR 03 ;129.948,90;215.000,00;39.56;Casa, 49.35 de área total, 48.24 de área privativa, 86.86 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713296511
 8444421079119 ;PR ;PONTA GROSSA ;CHAPADA ;RUA DELFIM MOREIRA DA COSTA RIBEIRO, N. 298, ;126.322,42;209.000,00;39.56;Casa, 50.40 de área total, 50.40 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421079119
 8787708400950 ;PR ;PONTA GROSSA ;CHAPADA ;RUA RECANTO DOS PASSAROS, N. 601, CS 438, LT QUINHAO F/R, QD S/N ;113.629,74;188.000,00;39.56;Casa, 48.29 de área total, 47.52 de área privativa, 122.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708400950
 8787708621582 ;PR ;PONTA GROSSA ;CHAPADA ;RUA RECANTO DOS PASSAROS, N. 601, CASA 416 ;120.882,70;200.000,00;39.56;Casa, 48.29 de área total, 47.52 de área privativa, 133.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708621582
 8787709501718 ;PR ;PONTA GROSSA ;CHAPADA ;RUA RECANTO DOS PASSAROS, N. 601, CS 287 ;125.113,59;207.000,00;39.56;Casa, 0.00 de área total, 47.52 de área privativa, 130.48 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709501718
 8787709843902 ;PR ;PONTA GROSSA ;CHAPADA ;RUA RECANTO DOS PASSAROS, N. 601, CS 227 ;117.860,63;195.000,00;39.56;Casa, 48.29 de área total, 47.52 de área privativa, 130.06 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709843902
 8444423241886 ;PR ;PONTA GROSSA ;NEVES ;RUA PRESIDENTE ARTHUR BERNARDES, N. 407, CS 03 ;123.904,77;205.000,00;39.56;Casa, 51.33 de área total, 49.43 de área privativa, 88.07 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423241886
 8787712667249 ;PR ;PONTA GROSSA ;NEVES ;RUA ROLANDO MORO, N. SN, LT 34 Q 59 ;120.882,70;200.000,00;39.56;Casa, 48.64 de área total, 48.64 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712667249
 8444426522746 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA DIRCEU CHAGAS, N. 512, RES 02 ;111.212,08;184.000,00;39.56;Casa, 48.05 de área total, 47.74 de área privativa, 91.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426522746
 8444433534312 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA SARGENTO JOSE CARLOS PRECOMA, N. 147, CS02 LT17 QD18 ;129.948,90;215.000,00;39.56;Casa, 47.22 de área total, 46.43 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433534312
 8444435188152 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA MIRAGUAIA, N. 172, CS01, LT553, QD20, JD CACHOEIRA ;116.047,39;192.000,00;39.56;Casa, 0.00 de área total, 55.00 de área privativa, 126.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435188152
 8787705333926 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA SANTA RITA, N. 391, 73, ;120.882,70;200.000,00;39.56;Casa, 112.49 de área total, 50.04 de área privativa, 195.45 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705333926
 8787708530498 ;PR ;PONTA GROSSA ;CARA-CARA ;AVENIDA SIQUEIRA CAMPOS, N. 2013, Apto 101, TORRE 01 ;129.948,90;215.000,00;39.56;Apartamento, 63.69 de área total, 62.56 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708530498
 8787709475083 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA PADRE JOSE HERMANO TORRES PORTUGAL, N. 177, 10 ;119.069,46;197.000,00;39.56;Casa, 50.13 de área total, 50.13 de área privativa, 105.52 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709475083
 8787711604197 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA DIRCEU CHAGAS, N. 440, CS10 LT298 QD22 ;111.816,50;185.000,00;39.56;Casa, 47.52 de área total, 47.52 de área privativa, 111.30 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711604197
 8787712885602 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA IVONE FRANCO KICHILESKI, N. 260, CS 14, QD 13, LT 213 ;116.651,81;193.000,00;39.56;Casa, 47.52 de área total, 47.52 de área privativa, 113.76 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712885602
 8787713099490 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA NAIR MACHADO DE OLIVEIRA, N. 223, CS 49 ;117.860,63;195.000,00;39.56;Casa, 47.52 de área total, 47.52 de área privativa, 146.73 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713099490
 8787714497383 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA GELSONITA CASEMIRO, N. 310, CS 16, LT 212, QD 12 ;114.234,15;189.000,00;39.56;Casa, 47.52 de área total, 47.52 de área privativa, 113.14 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714497383
 8787714700057 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA PADRE FRANCISCO BIRMANN, N. 40, CS 21 ;120.882,70;200.000,00;39.56;Casa, 0.00 de área total, 44.68 de área privativa, 121.04 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714700057
 8444405711710 ;PR ;PONTA GROSSA ;UVARANAS ;RUA HELENA MARIA DE JESUS BATISTA, N. 82, CASA 01, 41 LT 1 QD IV ;159.199,17;260.000,00;38.77;Casa, 0.00 de área total, 58.14 de área privativa, 100.13 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405711710
 8444410982300 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA PARANACITY, N. 244, LT 05 QD 14 ;146.953,08;240.000,00;38.77;Casa, 68.24 de área total, 67.51 de área privativa, 240.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410982300
 8444432782347 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA EXPEDICIONARIO GUILHERME SCHEIDT, N. 370, CS 144 ;146.953,08;240.000,00;38.77;Casa, 58.58 de área total, 58.58 de área privativa, 182.56 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432782347
 8444412051576 ;PR ;PONTA GROSSA ;UVARANAS ;RUA UCRANIA, N. 1061-D, CASA 05, ;106.845,56;173.000,00;38.24;Casa, 57.10 de área total, 56.32 de área privativa, 77.73 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412051576
 8787714378147 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA GELSONITA CASEMIRO, N. 330, CS 18 LT 212 QD 12 ;118.300,73;190.000,00;37.74;Casa, 47.52 de área total, 47.52 de área privativa, 108.91 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714378147
 8787714513400 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA GELSONITA CASEMIRO, N. 161, LT 211 QD 11 CS 50 ;127.619,77;203.000,00;37.14;Casa, 47.52 de área total, 47.52 de área privativa, 136.51 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714513400
 8444407461354 ;PR ;PONTA GROSSA ;COLONIA DONA LUIZA ;AVENIDA ANTARES, N. 352, Apto 202, BL 25 ;125.884,66;200.000,00;37.06;Apartamento, 63.31 de área total, 55.96 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407461354
 1444418641539 ;PR ;PONTA GROSSA ;RONDA ;RUA PROFESSOR CARDOSO FONTES, N. 1100, RES 37 - AREA D/R/C-R QD S/N ;119.590,43;190.000,00;37.06;Casa, 42.05 de área total, 40.70 de área privativa, 103.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418641539
 1444417955963 ;PR ;PONTA GROSSA ;CHAPADA ;RUA OLIVIO SCORSIM, N. 35, CS 03, LT 04, QD 27 ;152.955,43;240.000,00;36.27;Casa, 58.30 de área total, 58.10 de área privativa, 115.26 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417955963
 8787711270841 ;PR ;PONTA GROSSA ;UVARANAS ;AVENIDA GENERAL CARLOS CAVALCANTI, N. 5685, Apto 106, TR 04 ;102.109,80;154.000,00;33.70;Apartamento, 52.84 de área total, 45.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711270841
 8444431942200 ;PR ;PONTA GROSSA ;COLONIA DONA LUIZA ;RUA SARGENTO JOAO DE DEUS BATISTA RIBEIRO, N. 131, UN 01 ;140.860,65;195.000,00;27.77;Casa, 49.85 de área total, 49.00 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431942200
 8787711550747 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA EXPEDICIONARIO GUILHERME SCHEIDT, N. 370, CS 80 ;150.768,02;190.000,00;20.65;Casa, 59.21 de área total, 58.58 de área privativa, 182.56 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711550747
 8787714032330 ;PR ;PONTA GROSSA ;CHAPADA ;RUA RECANTO DOS PASSAROS, N. 601, CS 56 ;140.001,80;167.000,00;16.17;Casa, 48.30 de área total, 47.52 de área privativa, 229.93 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714032330
 8787702162616 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA SABIA, N. 600, CS 286 ST 9 ;190.000,00;190.000,00;0.00;Casa, 47.52 de área total, 47.52 de área privativa, 123.88 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702162616
 8787703228750 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA SABIA, N. 600, CASA 102 ;196.000,00;196.000,00;0.00;Casa, 47.52 de área total, 47.52 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703228750
 8787705123158 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA SABIA, N. 600, CASA 71 ST 3 ;218.900,00;218.900,00;0.00;Casa, 48.14 de área total, 47.52 de área privativa, 78.29 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705123158
 8787706857864 ;PR ;PONTA GROSSA ;COLONIA DONA LUIZA ;RUA SOTERO DOS REIS, N. 610, Apto 402, TORRE 10 ;180.000,00;180.000,00;0.00;Apartamento, 46.85 de área total, 41.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706857864
 8444429671092 ;PR ;PONTA GROSSA ;CONTORNO ;RUA PRAIA LUA NOVA, N. 100, CS 02 PARTE LT 29 QD 25 ;170.000,00;170.000,00;0.00;Casa, 54.95 de área total, 53.57 de área privativa, 137.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429671092
 8555515927530 ;PR ;PONTA GROSSA ;CONTORNO ;RUA MARCO ANTONIO PEREIRA, N. 115, LT 09 QD 05 ;204.000,00;204.000,00;0.00;Casa, 0.00 de área total, 56.00 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555515927530
 8787702518690 ;PR ;PONTA GROSSA ;CONTORNO ;RUA NEIVA AURORA FERREIRA MONGRUEL, N. 81, CASA 05 ;148.200,00;148.200,00;0.00;Casa, 43.50 de área total, 43.50 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702518690
 8787709615284 ;PR ;PONTA GROSSA ;CONTORNO ;RUA CIREMA BECKER, N. 88, UNIDADE 25 SETOR 04 ;226.000,00;226.000,00;0.00;Casa, 49.35 de área total, 48.24 de área privativa, 205.93 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709615284
 8555510346831 ;PR ;PONTA GROSSA ;JARDIM CARVALHO ;RUA VEREADOR ERNANI BATISTA ROSAS, N. 1820, Apto 22, BL 06 ;183.000,00;183.000,00;0.00;Apartamento, 58.30 de área total, 52.72 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510346831
 8787716373630 ;PR ;PONTA GROSSA ;JARDIM CARVALHO ; RODOVIA PR-151, N. SN, CS 223 ;275.000,00;275.000,00;0.00;Casa, 61.92 de área total, 61.09 de área privativa, 84.94 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716373630
 8444429724005 ;PR ;PONTA GROSSA ;ESTRELA ;RUA CONRADO SCHIFFER, N. 350, Apto 12, PAV 1 BL 2 ;131.815,07;131.815,07;0.00;Apartamento, 51.45 de área total, 45.54 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429724005
 1555525068320 ;PR ;PONTA GROSSA ;UVARANAS ;RUA VALERIO RONCHI, N. 160, Apto 104, BL 13 ;180.000,00;180.000,00;0.00;Apartamento, 74.67 de área total, 67.79 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555525068320
 8787700025387 ;PR ;PONTA GROSSA ;UVARANAS ;RUA JACOB FAINTYCK, N. 325, Apto 13, BL 02 ;137.000,00;137.000,00;0.00;Apartamento, 0.00 de área total, 49.53 de área privativa, 0.00 de área do terreno, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700025387
 8787705389131 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA FRANCISCO XAVIER SCHARR, N. 250, Apto 13, BL 16 ;148.307,68;148.307,68;0.00;Apartamento, 54.81 de área total, 49.53 de área privativa, 0.00 de área do terreno, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705389131
 8787708962177 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA ANGELO MOSS SOBRINHO, N. 156, CASA 09 ;190.000,00;190.000,00;0.00;Casa, 49.75 de área total, 44.67 de área privativa, 101.59 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708962177
 1555528950171 ;PR ;PONTA GROSSA ;ORFAS ;RUA JOAO PEREIRA DE OLIVEIRA, N. 399, UNIDADE 20 - ALVENARIA ;203.000,00;203.000,00;0.00;Casa, 63.28 de área total, 63.28 de área privativa, 130.14 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555528950171
 8787713209910 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA CABO MARCOS ANTONIO FREITAS, N. 81, CS 31 PARTE LT 279 QD 17 ;178.443,21;177.000,00;0.00;Casa, 47.52 de área total, 47.52 de área privativa, 142.33 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713209910
 8444431767891 ;PR ;PONTA GROSSA ;UVARANAS ;RUA JOSE IBRAINS RODRIGUES, N. 136, CASA 02 ;150.999,81;145.000,00;0.00;Casa, 40.94 de área total, 40.94 de área privativa, 102.77 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431767891
